Placement,Name,Country,Points,Wins,Losses,Ties,Record,OPW_Percent,OOPW_Percent,Deck
864,Jayesh Madani,US,12,4,4,0,4 - 4 - 0,51.82,50.2,charizardnoctowl
865,Jandaile De Guzman,CA,12,4,4,0,4 - 4 - 0,51.71,53.9,greninja
866,Marvin Lu Banzon,CA,12,3,2,3,3 - 2 - 3,51.56,51.31,grimmsnarlfroslass
867,Yafed Marrero,US,12,4,4,0,4 - 4 - 0,51.56,46.22,joltikpikachu
868,Grayson Lang,US,12,4,4,0,4 - 4 - 0,51.35,54.55,gholdengolunatone
869,Julian Worobiec,CA,12,4,4,0,4 - 4 - 0,51.35,51.45,dragapultdusknoir
870,Matthew Tam,US,12,4,4,0,4 - 4 - 0,51.3,50.95,gardevoirjellicent
871,Claire Freeman,US,12,4,4,0,4 - 4 - 0,51.04,53.46,gholdengolunatone
872,luc Daigle,CA,12,4,4,0,4 - 4 - 0,51.04,51.24,raging-boltogerpon
873,Adam Emerson,US,12,3,2,3,3 - 2 - 3,50.98,49.59,gardevoir
874,Erik Arts,CA,12,4,4,0,4 - 4 - 0,50.89,50.3,gholdengolunatone
875,Josh Todd,CA,12,4,4,0,4 - 4 - 0,50.78,51.71,raging-boltogerpon
876,Tom Day,CA,12,4,4,0,4 - 4 - 0,50.76,51.82,charizardnoctowl
877,George Ji,CA,12,4,4,0,4 - 4 - 0,50.57,50.72,gardevoirjellicent
878,Andy Shen,CA,12,4,4,0,4 - 4 - 0,50.52,48.9,charizardpidgeot
879,Benjamin Menzner,US,12,4,3,0,4 - 3 - 0 drop,50.51,54.01,dragapultdusknoir
880,Connor Milne,CA,12,4,4,0,4 - 4 - 0,50.15,48.17,ceruledge
881,Justin Patenaude,CA,12,3,2,3,3 - 2 - 3,50.14,48.56,substitute
882,Shawn Brown,CA,12,3,2,3,3 - 2 - 3,49.89,50.87,lopunny-megadusknoir
883,Eric Levchuk,CA,12,4,4,0,4 - 4 - 0,49.84,54.77,ceruledge
884,Michael Carusillo,US,12,4,4,0,4 - 4 - 0,49.84,51.43,charizardnoctowl
885,Kevin Castillo,US,12,3,2,3,3 - 2 - 3,49.84,50.02,charizardnoctowl
886,Kelsie Cercone,CA,12,3,2,3,3 - 2 - 3,49.01,50.75,gardevoir
887,Elijah John Valencia,CA,12,3,2,3,3 - 2 - 3,48.96,47.34,absol-megakangaskhan-mega
888,Jon Carson,CA,12,4,4,0,4 - 4 - 0,48.75,49.31,gholdengolunatone
889,Maxwell Johnson,US,12,4,4,0,4 - 4 - 0,48.75,48.87,substitute
890,Kellan Jarvis,US,12,4,3,0,4 - 3 - 0 drop,48.67,53.0,noctowlogerpon-wellspring
891,Sam Tran,US,12,4,4,0,4 - 4 - 0,48.64,47.42,gardevoir
892,Ryan Smith,US,12,3,2,3,3 - 2 - 3,48.02,49.59,charizardnoctowl
893,James Dougherty,US,12,4,4,0,4 - 4 - 0,47.97,53.94,dragapultdusknoir
894,Gavin Pham,CA,12,3,2,3,3 - 2 - 3,47.97,51.99,charizardnoctowl
895,David Edelson,US,12,4,4,0,4 - 4 - 0,47.97,51.06,lopunny-megadusknoir
896,Joanne Burden,CA,12,3,2,3,3 - 2 - 3,47.88,49.02,ceruledge
897,Sammy Allen,US,12,4,4,0,4 - 4 - 0,47.71,54.39,raging-boltogerpon
898,Nathan Ritchie,CA,12,4,4,0,4 - 4 - 0,47.66,53.6,flareonnoctowl
899,Austin Weiss-Laroche,CA,12,4,3,0,4 - 3 - 0 drop,47.65,54.4,gholdengolunatone
900,Jason Martin,CA,12,4,4,0,4 - 4 - 0,47.54,50.26,gholdengolunatone
901,Andrew Sicard,CA,12,3,2,3,3 - 2 - 3,47.34,53.6,dragapultdusknoir
902,Robert Burley,US,12,3,2,3,3 - 2 - 3,47.24,50.69,charizardnoctowl
903,Sevrin Layden,US,12,4,4,0,4 - 4 - 0,46.96,49.56,charizardnoctowl
904,Marc-Olivier Boucher,CA,12,4,4,0,4 - 4 - 0,46.88,46.8,joltikpikachu
905,Lucas Reyes,CA,12,4,4,0,4 - 4 - 0,46.76,44.99,toxtricityabsol-mega
906,Eric Lin,CA,12,3,2,3,3 - 2 - 3,46.35,48.82,gardevoir
907,Justin Bean,US,12,4,4,0,4 - 4 - 0,46.33,52.68,gholdengolunatone
908,Michael Huddleston,US,12,4,4,0,4 - 4 - 0,46.09,49.67,dragapultdusknoir
909,Hélène Moreau,CA,12,4,4,0,4 - 4 - 0,45.57,46.25,alakazamdudunsparce
910,Joel Bergman,CA,12,4,4,0,4 - 4 - 0,45.5,55.91,joltikpikachu
911,Casey Staten,US,12,4,4,0,4 - 4 - 0,45.46,50.43,gholdengolunatone
912,Bryant Breier,US,12,4,4,0,4 - 4 - 0,45.31,51.53,seakingthwackey
913,Caitlin Decker,CA,12,4,4,0,4 - 4 - 0,45.09,49.91,gholdengolunatone
914,Alexander Green,CA,12,4,4,0,4 - 4 - 0,44.98,51.27,ceruledge
915,Connor Kennedy,CA,12,4,4,0,4 - 4 - 0,44.98,47.54,gholdengolunatone
916,Steven Hamula,US,12,4,4,0,4 - 4 - 0,44.79,47.54,gholdengolunatone
917,Drew Hansen,CA,12,4,4,0,4 - 4 - 0,44.41,50.85,gholdengolunatone
918,Songshan Guo,CA,12,4,4,0,4 - 4 - 0,44.27,48.2,dragapultdusknoir
919,Brandon Juan Ringor,US,12,4,4,0,4 - 4 - 0,43.8,49.81,noctowlogerpon-wellspring
920,Gabriel Bocsa,CA,12,4,4,0,4 - 4 - 0,43.74,50.53,zoroark
921,Caleb Frost,US,12,4,4,0,4 - 4 - 0,43.64,47.54,gholdengolunatone
922,Mihajlo Radic,CA,12,4,3,0,4 - 3 - 0 drop,43.57,53.66,greninja
923,Benjamin Yeung,CA,12,4,4,0,4 - 4 - 0,43.23,51.51,charizardpidgeot
924,EJ Crespo,US,12,4,4,0,4 - 4 - 0,43.23,50.09,flareonnoctowl
925,Jonathan Andrews,US,12,4,4,0,4 - 4 - 0,42.71,49.25,gardevoirjellicent
926,Kevin Corona,US,12,3,2,3,3 - 2 - 3,42.37,48.9,lucario-megahariyama
927,Emily Brown,US,12,3,2,3,3 - 2 - 3,41.41,49.04,grimmsnarlfroslass
928,Guillaume Pelletier,CA,12,4,4,0,4 - 4 - 0,41.29,46.38,gardevoirjellicent
929,Kyle Shapcott,US,12,4,4,0,4 - 4 - 0,41.25,44.91,gholdengodudunsparce
930,Emmett Lorenzen,US,12,4,4,0,4 - 4 - 0,40.51,49.29,gardevoir
931,Cameron Henry,CA,12,4,4,0,4 - 4 - 0,40.14,47.22,ceruledge
932,Iris Carnelian,US,12,4,4,0,4 - 4 - 0,39.84,48.44,flareonnoctowl
933,Shawn Curtis,US,12,4,4,0,4 - 4 - 0,37.5,44.71,dragapultcharizard
934,Quang Thong Ngo,CA,12,4,4,0,4 - 4 - 0,37.24,45.7,substitute
935,Bryan Cresswell,CA,11,3,2,2,3 - 2 - 2 drop,65.82,53.77,alakazamdudunsparce
936,Paul Boittiaux,FR,11,3,2,2,3 - 2 - 2 drop,64.39,54.86,dragapultdusknoir
937,Brennon Conner,US,11,3,3,2,3 - 3 - 2,64.06,53.71,gardevoir
938,Alex Crowe,CA,11,3,2,2,3 - 2 - 2 drop,63.88,53.69,raging-boltogerpon
939,Connor Keyes,US,11,3,3,2,3 - 3 - 2,60.16,52.94,charizardnoctowl
940,Joseph Bjerg,US,11,3,3,2,3 - 3 - 2,58.91,54.4,gardevoirjellicent
941,Michele Schiraldi,CA,11,3,3,2,3 - 3 - 2,58.71,51.75,gardevoir
942,Jeroni Mestres,CA,11,3,3,2,3 - 3 - 2,58.59,55.06,charizardnoctowl
943,David Regalado,US,11,3,3,2,3 - 3 - 2,58.59,50.73,alakazamdudunsparce
944,Gabriel Smart,US,11,3,3,2,3 - 3 - 2,58.48,55.84,gholdengolunatone
945,Joseph Zhu,US,11,3,3,2,3 - 3 - 2,58.37,49.72,gholdengolunatone
946,Ryan Ferry,US,11,3,3,2,3 - 3 - 2,58.13,50.25,gholdengolunatone
947,Rohaan Huda,CA,11,3,3,2,3 - 3 - 2,57.03,54.16,absol-megakangaskhan-mega
948,Kyle Full,US,11,3,3,2,3 - 3 - 2,56.82,50.92,charizardpidgeot
949,salvador cedillo,US,11,3,3,2,3 - 3 - 2,55.99,50.83,zoroark
950,Christian Loza,US,11,3,2,2,3 - 2 - 2 drop,55.82,56.1,ceruledge
951,Jason Bruce,US,11,3,3,2,3 - 3 - 2,55.78,55.77,ceruledge
952,Brody Brochu,CA,11,3,3,2,3 - 3 - 2,55.73,56.95,charizardnoctowl
953,Erick Mejia Uzeda,CA,11,3,3,2,3 - 3 - 2,55.31,53.37,gardevoirjellicent
954,Jingyang Ng,SG,11,3,2,2,3 - 2 - 2 drop,55.31,53.45,gardevoir
955,Bryan Medina,US,11,3,3,2,3 - 3 - 2,55.0,48.41,gholdengolunatone
956,Madeo Arturi,CA,11,3,3,2,3 - 3 - 2,54.69,52.57,grimmsnarlfroslass
957,Mackenzie Laramie,CA,11,3,3,2,3 - 3 - 2,54.69,50.02,charizardpidgeot
958,Jacob Ritson,CA,11,3,3,2,3 - 3 - 2,54.58,50.57,absol-megakangaskhan-mega
959,jenna fenwick,CA,11,3,3,2,3 - 3 - 2,54.58,50.57,dragapultdusknoir
960,Edward Soto Jr.,US,11,3,3,2,3 - 3 - 2,54.43,55.04,gholdengolunatone
961,Johnny Tam,CA,11,3,3,2,3 - 3 - 2,54.43,50.27,gardevoir
962,Ryan Krats,CA,11,3,3,2,3 - 3 - 2,54.33,51.14,zoroark
963,James Wang,CA,11,2,0,5,2 - 0 - 5 drop,54.08,52.05,dragapultdusknoir
964,Ellie Serrano,US,11,3,3,2,3 - 3 - 2,53.86,52.72,grimmsnarlfroslass
965,Adam Cowie,CA,11,3,3,2,3 - 3 - 2,53.79,53.2,gholdengolunatone
966,Émile Lalande,CA,11,3,2,2,3 - 2 - 2 drop,53.33,53.4,raging-boltogerpon
967,Jacob Crittenden,CA,11,3,2,2,3 - 2 - 2 drop,53.06,55.73,charizardnoctowl
968,Matteo Distefano,CA,11,3,3,2,3 - 3 - 2,53.01,51.5,dragapultdusknoir
969,Mason Bowser,US,11,3,3,2,3 - 3 - 2,52.97,51.32,zoroark
970,Joel Emerson,CA,11,3,3,2,3 - 3 - 2,52.97,50.49,dragapultdusknoir
971,Jeff Su,CA,11,3,3,2,3 - 3 - 2,52.92,49.01,gardevoir
972,Allen Terry,US,11,3,3,2,3 - 3 - 2,52.86,55.38,kangaskhan-megabouffalant
973,Jeffrey Dancause,CA,11,3,3,2,3 - 3 - 2,52.66,52.63,mewtwospidops
974,cory jackson,US,11,3,2,2,3 - 2 - 2 drop,52.55,52.3,charizardnoctowl
975,Konstantinos Kousidis,US,11,3,3,2,3 - 3 - 2,52.34,48.75,dragapultdusknoir
976,George Alonso,US,11,3,3,2,3 - 3 - 2,52.32,51.2,dragapultdusknoir
977,LUCA CACCAVELLA,CA,11,3,3,2,3 - 3 - 2,51.9,51.85,gholdengolunatone
978,William Yin,CA,11,3,3,2,3 - 3 - 2,51.71,51.08,grimmsnarlfroslass
979,Alejandro Vina,CA,11,3,2,2,3 - 2 - 2 drop,51.63,53.61,charizardnoctowl
980,Gabriel Boisclair,CA,11,3,3,2,3 - 3 - 2,51.61,48.02,charizardnoctowl
981,Davey McGinnis,US,11,3,3,2,3 - 3 - 2,51.56,53.11,gholdengolunatone
982,Ryan Hughes,US,11,3,3,2,3 - 3 - 2,51.56,49.31,gardevoir
983,Cody Criner,US,11,3,3,2,3 - 3 - 2,51.5,51.56,gholdengolunatone
984,Chase Hoffman,US,11,3,3,2,3 - 3 - 2,51.34,45.84,charizardnoctowl
985,Nicholas Frank,US,11,3,3,2,3 - 3 - 2,51.04,49.66,palafin-hero
986,Alex Cowen,CA,11,2,1,5,2 - 1 - 5,50.52,48.23,dragapultdusknoir
987,Gabriel Dupuy,CA,11,3,2,2,3 - 2 - 2 drop,50.34,50.75,gardevoirjellicent
988,Ethan Majidi,CA,11,3,2,2,3 - 2 - 2 drop,50.27,49.94,gardevoir
989,Noah Delmundo,CA,11,3,3,2,3 - 3 - 2,50.0,55.49,gholdengolunatone
990,Anthony Cazzola,US,11,3,3,2,3 - 3 - 2,50.0,49.97,gholdengolunatone
991,Himmuth Singh,CA,11,3,3,2,3 - 3 - 2,49.88,49.81,grimmsnarlfroslass
992,Daniel Leighton,CA,11,3,3,2,3 - 3 - 2,49.83,47.81,gholdengolunatone
993,Jerry Xue,CA,11,3,3,2,3 - 3 - 2,49.69,51.49,kangaskhan-megabouffalant
994,Janakan Sanmugakumar,CA,11,3,3,2,3 - 3 - 2,49.67,51.06,raging-boltogerpon
995,Erick Jason Reyno,US,11,3,3,2,3 - 3 - 2,49.48,49.66,charizardpidgeot
996,Callie Moore,CA,11,3,3,2,3 - 3 - 2,49.37,51.41,gholdengolunatone
997,Eugene Garcia,CA,11,3,3,2,3 - 3 - 2,49.37,49.42,gholdengotyphlosion
998,Antoine Perrot,CA,11,3,3,2,3 - 3 - 2,49.22,48.51,zoroark
999,Randall Ni,CA,11,3,3,2,3 - 3 - 2,48.85,50.65,gholdengolunatone
1000,Andrew Varenhorst,US,11,3,3,2,3 - 3 - 2,48.75,50.12,noctowlogerpon-wellspring
1001,Gerardo Galvez,CL,11,3,3,2,3 - 3 - 2,47.66,52.99,charizardnoctowl
1002,Alex Chandler,US,11,3,2,2,3 - 2 - 2 drop,47.65,51.36,charizardnoctowl
1003,Matthew Sonachansingh,CA,11,3,3,2,3 - 3 - 2,47.58,51.74,gardevoirjellicent
1004,Keunhyuk Choi,US,11,3,3,2,3 - 3 - 2,47.5,51.01,grimmsnarlfroslass
1005,Aurora Foxworth,US,11,3,3,2,3 - 3 - 2,47.5,50.39,gardevoir
1006,Maxwell Wyatt,US,11,3,3,2,3 - 3 - 2,47.06,49.6,charizardnoctowl
1007,Hannah Mandell,US,11,3,3,2,3 - 3 - 2,47.06,48.39,grimmsnarlfroslass
1008,Patrick McKay,CA,11,3,3,2,3 - 3 - 2,46.98,48.08,gardevoir
1009,Dylan Leonard,CA,11,3,3,2,3 - 3 - 2,46.61,44.92,gardevoirjellicent
1010,Christopher Wu,CA,11,3,3,2,3 - 3 - 2,46.09,50.51,gholdengolunatone
1011,Edelgard Fox,US,11,3,3,2,3 - 3 - 2,46.09,50.14,dragapultdusknoir
1012,Errol Gonsalves,CA,11,3,3,2,3 - 3 - 2,45.98,46.37,gholdengo
1013,Tyler Elliott,US,11,3,3,2,3 - 3 - 2,45.61,50.18,gholdengolunatone
1014,Gabriel Shih,US,11,3,3,2,3 - 3 - 2,45.42,51.15,gardevoir
1015,Jessie DAndrea,US,11,3,3,2,3 - 3 - 2,45.31,50.75,gholdengolunatone
1016,Thomas Wolf,US,11,3,3,2,3 - 3 - 2,45.0,50.14,gholdengolunatone
1017,Noah Hathaway,US,11,3,3,2,3 - 3 - 2,44.79,53.0,ceruledge
1018,Daniel Cinelli,CA,11,3,3,2,3 - 3 - 2,44.64,47.72,gholdengolunatone
1019,Jaime Cortes,MX,11,3,3,2,3 - 3 - 2,44.27,48.05,kangaskhan-megabouffalant
1020,Tyler Bottom,US,11,3,3,2,3 - 3 - 2,43.75,48.28,gholdengolunatone
1021,Matthew Warren,CA,11,3,3,2,3 - 3 - 2,43.75,47.17,dragapultdusknoir
1022,Andrew Spoelstra,US,11,3,3,2,3 - 3 - 2,43.75,46.43,gardevoir
1023,Emily Louie,CA,11,2,1,5,2 - 1 - 5,43.64,47.47,charizardpidgeot
1024,Vincent Phung,CA,11,3,3,2,3 - 3 - 2,43.27,49.41,gardevoir
1025,Ian Gridley,US,11,3,3,2,3 - 3 - 2,43.23,49.56,gardevoirjellicent
1026,Justin Slowik,US,11,3,3,2,3 - 3 - 2,42.97,47.91,gholdengolunatone
1027,Sanjeev Viswan,US,11,3,3,2,3 - 3 - 2,42.97,47.7,gardevoirjellicent
1028,Andrew Haga,US,11,3,3,2,3 - 3 - 2,42.34,49.38,dragapultcharizard
1029,Greg Minklei,US,11,3,3,2,3 - 3 - 2,41.72,49.24,zoroark
1030,Jayden Galita,CA,11,3,3,2,3 - 3 - 2,41.41,48.81,charizardnoctowl
1031,Cordell Chigbrow,US,11,3,3,2,3 - 3 - 2,40.62,47.7,greninja
1032,Wing Hong So,CA,11,3,3,2,3 - 3 - 2,40.04,52.95,charizardnoctowl
1033,Ethan Siu,CA,11,3,3,2,3 - 3 - 2,39.9,48.64,typhlosion
1034,Lincoln Jung,CA,11,3,3,2,3 - 3 - 2,39.83,50.23,gholdengolunatone
1035,Izabella Ogburn,US,11,3,3,2,3 - 3 - 2,39.82,49.85,ceruledge
1036,Rene Aquino,CA,11,3,3,2,3 - 3 - 2,39.69,54.3,gholdengolunatone
1037,Bryce Gray,CA,11,3,3,2,3 - 3 - 2,37.76,51.1,sharpedo-megatoxtricity
1038,Anson Chen,CA,10,3,3,1,3 - 3 - 1 drop,72.45,54.23,charizardnoctowl
1039,Anthony Chernyak,CA,10,3,3,1,3 - 3 - 1 drop,65.31,56.01,substitute
1040,Iyla Sutherland,US,10,3,3,1,3 - 3 - 1 drop,64.29,52.11,iron-thornscrustle
1041,Alejandro Flores,US,10,3,3,1,3 - 3 - 1 drop,64.29,50.81,gholdengolunatone
1042,Zachary Shook,US,10,3,4,1,3 - 4 - 1,62.24,54.82,grimmsnarlfroslass
1043,Jayson Donnelly,CA,10,3,4,1,3 - 4 - 1,61.72,57.09,gholdengolunatone
1044,James Fitzgerald,CA,10,3,4,1,3 - 4 - 1,60.94,50.85,dragapultdusknoir
1045,Lucas Bolt,US,10,3,3,1,3 - 3 - 1 drop,60.2,50.36,gholdengolunatone
1046,Jaime Garcia,CA,10,3,4,1,3 - 4 - 1,60.16,49.64,gholdengolunatone
1047,Brian Mackes,US,10,3,4,1,3 - 4 - 1,59.93,48.93,ceruledge
1048,Daniel Serrano Fernandez,US,10,3,4,1,3 - 4 - 1,59.69,52.69,gholdengolunatone
1049,Yucong Shi,CA,10,3,4,1,3 - 4 - 1,59.38,55.74,lucario-megahariyama
1050,Malthe Bogø,DK,10,3,4,1,3 - 4 - 1,59.38,51.82,charizardnoctowl
1051,Jacob Gillette,US,10,3,3,1,3 - 3 - 1 drop,59.01,52.7,dragapult
1052,Anthony Spanitz,US,10,3,3,1,3 - 3 - 1 drop,58.84,53.48,conkeldurr
1053,Dylan King,CA,10,3,3,1,3 - 3 - 1 drop,58.16,50.19,gholdengolunatone
1054,Andre Segarra,US,10,3,2,1,3 - 2 - 1 drop,58.06,57.78,substitute
1055,Devin Steisel,US,10,3,3,1,3 - 3 - 1 drop,57.24,55.75,gardevoir
1056,Victor Lam,CA,10,3,3,1,3 - 3 - 1 drop,57.14,55.71,charizardpidgeot
1057,Dave Bergeron Tremblay,CA,10,3,4,1,3 - 4 - 1,57.03,50.56,grimmsnarlfroslass
1058,Logan Chayer,CA,10,3,4,1,3 - 4 - 1,57.03,49.45,charizardnoctowl
1059,Chad Kelley,US,10,3,2,1,3 - 2 - 1 drop,56.94,51.66,gardevoirjellicent
1060,James Juliano,US,10,3,4,1,3 - 4 - 1,56.51,49.28,gholdengolunatone
1061,Adam Jordan,CA,10,2,2,4,2 - 2 - 4,56.25,49.31,gardevoirjellicent
1062,Alejandro Garcia,US,10,3,4,1,3 - 4 - 1,56.25,48.12,lopunny-megadusknoir
1063,James Jiang,CA,10,3,3,1,3 - 3 - 1 drop,56.12,49.95,gardevoirjellicent
1064,Eric Brodeur,US,10,3,3,1,3 - 3 - 1 drop,56.12,48.54,gardevoir
1065,Serhat Ciftci,CA,10,3,4,1,3 - 4 - 1,56.03,48.51,gholdengolunatone
1066,Konstantinos Krikelis,CA,10,3,4,1,3 - 4 - 1,55.83,49.71,charizardpidgeot
1067,eric laforet,CA,10,3,4,1,3 - 4 - 1,55.68,50.64,gholdengolunatone
1068,Blake Daryaie,US,10,3,4,1,3 - 4 - 1,55.25,51.68,gardevoir
1069,Zak Braun,US,10,3,4,1,3 - 4 - 1,55.25,46.49,charizardnoctowl
1070,Joshua Javillo,US,10,3,4,1,3 - 4 - 1,55.21,49.87,charizardnoctowl
1071,Alexander LeaTrea,US,10,3,4,1,3 - 4 - 1,55.21,47.37,ceruledge
1072,Adam Orfao,CA,10,3,4,1,3 - 4 - 1,54.74,53.12,dragapult
1073,Jacob Pellizzon,CA,10,3,4,1,3 - 4 - 1,54.69,48.6,dragapultcharizard
1074,Carter Duong,US,10,3,4,1,3 - 4 - 1,54.43,51.32,gardevoir
1075,Neil Ong,CA,10,3,4,1,3 - 4 - 1,54.43,46.89,charizardnoctowl
1076,Andrew Liu,CA,10,3,3,1,3 - 3 - 1 drop,54.42,50.43,dragapultdusknoir
1077,Spencer Gilreath,US,10,3,4,1,3 - 4 - 1,54.32,50.28,gardevoir
1078,Braydon Castle,CA,10,3,4,1,3 - 4 - 1,54.27,51.37,charizardnoctowl
1079,Koki Takanashi,US,10,3,4,1,3 - 4 - 1,54.27,50.62,zoroark
1080,David Hughlett,US,10,3,4,1,3 - 4 - 1,54.22,46.96,gardevoirjellicent
1081,Cor Vanderwolf,CA,10,3,3,1,3 - 3 - 1 drop,53.91,47.98,gholdengolunatone
1082,Neal Stuntz,US,10,3,4,1,3 - 4 - 1,53.91,51.93,gholdengolunatone
1083,Leander Chatfield,US,10,3,4,1,3 - 4 - 1,53.68,52.39,greninja
1084,Mario Vivas,CA,10,3,4,1,3 - 4 - 1,53.68,51.78,raging-boltbellibolt
1085,Juan Pablo Gaitan Torrente,CO,10,3,4,1,3 - 4 - 1,53.65,50.67,zoroark
1086,Sam Gulas,US,10,3,4,1,3 - 4 - 1,53.39,54.26,chien-paobaxcalibur
1087,Kevin Zhu,CA,10,3,4,1,3 - 4 - 1,53.39,52.06,gardevoir
1088,Stephen Lowe,US,10,3,3,1,3 - 3 - 1 drop,53.32,54.24,kangaskhan-megabouffalant
1089,Christopher Perry,CA,10,3,4,1,3 - 4 - 1,53.13,52.58,zoroark
1090,Zhen Zhang,US,10,3,4,1,3 - 4 - 1,53.13,51.6,gholdengolunatone
1091,Tian jin,CA,10,3,4,1,3 - 4 - 1,52.97,51.44,gholdengolunatone
1092,Daniel Kus,US,10,3,4,1,3 - 4 - 1,52.9,46.87,charizardnoctowl
1093,Matthew Lovern,US,10,3,4,1,3 - 4 - 1,52.66,52.63,gardevoirjellicent
1094,Jake Santiago,CA,10,3,3,1,3 - 3 - 1 drop,52.65,45.34,gholdengolunatone
1095,Caleb Becker,US,10,3,4,1,3 - 4 - 1,52.34,49.25,gholdengolunatone
1096,Adam Mohney,US,10,3,4,1,3 - 4 - 1,52.14,49.06,kangaskhan-megabouffalant
1097,Brandon Mcnorton,CA,10,3,4,1,3 - 4 - 1,52.08,50.13,gardevoirjellicent
1098,Erick Emmanuel Villaseñor Chagoya,MX,10,3,4,1,3 - 4 - 1,51.9,51.55,dragapultdusknoir
1099,Chun Kit Li,CA,10,3,4,1,3 - 4 - 1,51.82,50.1,venusaur-mega
1100,Kolton Kovac,US,10,3,4,1,3 - 4 - 1,51.56,56.22,charizardnoctowl
1101,Amberly Lozano,US,10,3,4,1,3 - 4 - 1,51.56,50.33,gholdengolunatone
1102,Daniel Carranza Bonilla,US,10,3,3,1,3 - 3 - 1 drop,51.53,52.85,joltikpikachu
1103,Elijah Talley,US,10,2,1,4,2 - 1 - 4 drop,51.36,48.82,venusaur-mega
1104,Frank Richardson,US,10,3,4,1,3 - 4 - 1,51.34,53.49,charizardnoctowl
1105,Alexander Chea,US,10,3,4,1,3 - 4 - 1,51.3,49.63,charizardpidgeot
1106,Vaughn Weber,US,10,3,4,1,3 - 4 - 1,51.3,49.41,charizardpidgeot
1107,Anthony Di Carlo,CA,10,3,4,1,3 - 4 - 1,51.3,48.51,raging-boltogerpon
1108,Andrew Jiang,CA,10,3,4,1,3 - 4 - 1,51.3,48.1,gardevoirjellicent
1109,aaron wang,CA,10,3,4,1,3 - 4 - 1,51.15,50.63,gholdengolunatone
1110,Bill Li,CA,10,3,3,1,3 - 3 - 1 drop,51.02,50.0,gardevoirjellicent
1111,Juan Ipiales Higuita,CA,10,3,4,1,3 - 4 - 1,50.78,50.47,dragapultdusknoir
1112,Christian Villarosa,US,10,3,4,1,3 - 4 - 1,50.78,50.16,kangaskhan-megabouffalant
1113,Andrew Banwell,US,10,3,3,1,3 - 3 - 1 drop,50.54,50.07,charizardnoctowl
1114,Eric Lau,CA,10,3,4,1,3 - 4 - 1,50.52,50.37,kangaskhan-megabouffalant
1115,Kevin Gomez,CA,10,3,3,1,3 - 3 - 1 drop,50.44,52.52,charizardnoctowl
1116,Robbie Boone,US,10,3,4,1,3 - 4 - 1,50.15,48.5,gholdengolunatone
1117,Henry Zhou,US,10,3,4,1,3 - 4 - 1,50.05,54.83,gholdengolunatone
1118,Alex Ognjanovic,CA,10,3,3,1,3 - 3 - 1 drop,50.03,48.53,iron-handsmagneton
1119,Dominic Lo,TH,10,3,4,1,3 - 4 - 1,49.79,50.73,gardevoir
1120,Nicholas Hughes,US,10,3,4,1,3 - 4 - 1,49.78,50.88,gholdengolunatone
1121,Jack Rudzitis,CA,10,3,4,1,3 - 4 - 1,49.74,52.45,dragapultdusknoir
1122,Daniel Zhou,CA,10,3,4,1,3 - 4 - 1,49.74,50.5,gholdengolunatone
1123,Ashley Haskins,US,10,3,4,1,3 - 4 - 1,49.68,49.72,alakazamdudunsparce
1124,Lauren Green,CA,10,3,4,1,3 - 4 - 1,49.62,50.71,ceruledge
1125,Matthew Hernandez,CA,10,3,4,1,3 - 4 - 1,49.57,53.31,charizardnoctowl
1126,Jonathan French,US,10,3,4,1,3 - 4 - 1,49.48,49.02,venusaur-mega
1127,Noah Gardner,US,10,3,4,1,3 - 4 - 1,49.48,47.97,dragapultdusknoir
1128,Juan Carlos Casasola Cacho,MX,10,2,2,4,2 - 2 - 4,49.4,52.42,dragapultdusknoir
1129,Nathan Hollar,US,10,3,4,1,3 - 4 - 1,49.26,49.29,gholdengolunatone
1130,Justin Kim,CA,10,3,4,1,3 - 4 - 1,49.22,48.6,charizardpidgeot
1131,Sean Webster,US,10,3,4,1,3 - 4 - 1,49.0,47.45,alakazamdudunsparce
1132,Ethan Chapman,US,10,3,3,1,3 - 3 - 1 drop,48.98,49.45,gholdengolunatone
1133,Donny McCoy,US,10,3,4,1,3 - 4 - 1,48.96,51.86,noctowlogerpon-wellspring
1134,Aurius Keanu Medalla,CA,10,3,4,1,3 - 4 - 1,48.96,49.72,meowscarada
1135,Alberto Bonsanto,MX,10,3,4,1,3 - 4 - 1,48.7,52.05,gardevoir
1136,Izzy Zoltan,US,10,3,3,1,3 - 3 - 1 drop,48.5,48.57,zoroark
1137,John Cameron Reilley,US,10,3,4,1,3 - 4 - 1,48.44,49.69,ceruledge
1138,ERL ETORMA,CA,10,3,4,1,3 - 4 - 1,48.28,47.16,charizardnoctowl
1139,Anthony Ellis,US,10,3,4,1,3 - 4 - 1,48.18,46.53,gholdengojoltik
1140,Kabir Virji,CA,10,3,4,1,3 - 4 - 1,47.95,48.24,gardevoir
1141,Jonathan Santana,US,10,3,4,1,3 - 4 - 1,47.92,48.3,noctowlogerpon-wellspring
1142,Tianyang Yang,CA,10,3,4,1,3 - 4 - 1,47.92,47.93,gholdengolunatone
1143,Kelvin Zhang,US,10,2,2,4,2 - 2 - 4,47.66,49.76,dragapultdusknoir
1144,Melanie Cousineau,CA,10,3,4,1,3 - 4 - 1,47.66,48.36,alakazamdudunsparce
1145,Alexander Van,CA,10,3,4,1,3 - 4 - 1,47.5,47.4,noctowlogerpon-wellspring
